category,country,director,douban_rate,download_url,introduce,language,main_actor,movie_time,name,publish_date
爱情,日本 ,广木隆一 Ryuichi Hiroki ,4.8/10 from 548 users ,ftp://ygdy8:ygdy8@yg90.dydytt.net:8365/阳光电影www.ygdy8.com.伊藤君A到E.BD.720p.日语中字.mkv,矢崎莉樱（木村文乃 饰）20多岁时曾经凭借电视剧一举成名，年过30的她现在虽然风光不再但仍保有一流编剧的自尊心。莉樱外表温柔、本性却是一肚子坏水的“腹黑女”。她一心想东山在起，在自己的演讲会上挑选了四位女性，把为她们进行恋爱咨询作为写作素材开始采访。咨询者A是才色兼备的高级皮包销售员岛原智美（佐佐木希 饰），单恋了“伊藤”五年；咨询者B是自由职业者野濑修子（志田未来 饰），爱恋“伊藤”几乎到变身“跟踪狂”的程度；咨询者C是小吃店店员相田聪子（池田依来沙 饰），她与好友爱慕的“伊藤”暗中交往，而且无法放手；咨询者D是大学生神保实希（夏帆 饰），因为是处女而被“伊藤”抛弃，从此自暴自弃，打算和人气放送作家初尝禁果。莉樱在完成剧本的过程中，开始怀疑这四个人口中所说的“伊藤”其实是同一个人。她发现那人就是在她所开办的编剧学校学习的伊藤诚二郎（冈田将生 饰）。 ,日语 ,冈田将生 Masaki Okada ,126分钟 ,伊藤君A到E/伊藤君A到E电影版 ,2018-01-12(日本) 
悬疑/惊悚,韩国 ,高庆民 Ko Kyung-min ,4.1/10 from 83 users ,ftp://ygdy8:ygdy8@yg90.dydytt.net:8368/阳光电影www.ygdy8.com.幻视.BD.720p.韩语中字.mkv,该片讲述因神经衰退正在接受治疗的智敏在亲眼目睹肇事逃逸事故后，总是分不清现实和幻想，并因此经历了神秘事件的故事。南奎丽饰演女主角智敏，这也是她时隔三年重返银幕，并首次挑战惊悚片，电影计划于今年9月开拍，预计将于2018年上半年上映。 ,韩语 ,南奎丽 Gyu-ri Nam ,87分钟 ,幻视/似曾相識(台)/即视感 ,2018-05-30(韩国) 
剧情,韩国 ,李濬益 Jun-ik Lee ,6.4/10 from 143 users ,ftp://ygdy8:ygdy8@yg45.dydytt.net:7257/阳光电影www.ygdy8.com.边山.BD.720p.韩语中字.mkv,影片讲述无名Rapper(朴正民饰)因父亲原因回到故乡边山，与小学同学(金高银饰)相遇后发生的有笑有泪的故事。 ,韩语 ,朴正民 Jeong-min Park ,123分钟 ,边山 ,2018-07-04(韩国) 
喜剧/犯罪,韩国 ,李彦禧 Eon-hie Lee ,"6.5/10 from 1,441 users ",ftp://ygdy8:ygdy8@yg45.dydytt.net:8257/阳光电影www.ygdy8.com.侦探2.BD.720p.韩语中字.mkv,影片将由李彦禧([迷失：消失的女人])执导。该片将继续讲述推理天才姜大万(权相佑饰)与刑警卢泰洙(成东日饰)的故事。 ,韩语 ,权相宇 Sang-woo Kwon ,116分钟 ,侦探2/妙探事务所(台)/侦探：returns/侦探：回归 ,2018-06-13(韩国) 
动画,日本/中国 ,李豪凌 Haoling Li / 易小星 Joshua / 竹内良贵 ,"6.0/10 from 1,024 users ",ftp://ygdy8:ygdy8@yg45.dydytt.net:8258/阳光电影www.ygdy8.com.肆式青春.BD.720p.国日双语双字.mkv,"影片由李豪凌、易小星、竹内良贵三人联合执导,以三段温暖清新的小故事共同组成,从“衣食住行”四个方面来诉说关于青春的故事。绘梦动画创始人李豪凌则为大家带来了上海石库门一对青梅竹马尘封已久的“上海恋”;易小星执导的短篇“三鲜米粉”以北京为舞台,讲述北漂青年与身处故乡的祖母之 间的故事;曾参与制作《你的名字。》的导演竹内良贵则通过“小小时装秀”描绘了在广州相互帮助、共同生活的一对姐妹的生活。 ",日语/国语 ,坂泰斗 Ban Taito ,74分钟 ,肆式青春/诗季织织 ,2018-08-04(日本)/2018-08-04(中国) 
剧情,日本 ,福泽克雄 Katsuo Fukuzawa ,"8.2/10 from 2,114 users ",ftp://ygdy8:ygdy8@yg90.dydytt.net:8372/阳光电影www.ygdy8.com.祈祷落幕时.BD.720p.日语中字.mkv,松岛菜菜子加盟阿部宽主演影片[祈祷落幕时]，实现两人的初次共演。松岛将饰演掌握案件关键的女演员浅居博美。本作也是“新参者”加贺恭一郎系列的最后一部电影。福泽克雄(《小小的巨人》、《华丽一族》)担任导演，沟端淳平、小日向文世、田中丽奈、山崎努等出演。定于2018年日本上映。 ,日语 ,阿部宽 Hiroshi Abe ,119分钟 ,祈祷落幕时/新参者完结篇：当祈祷落幕时(台)/新参者剧场版：祈祷落幕时/当祈祷落幕时(港) ,2018-01-27(日本) 
剧情/喜剧/音乐,日本 ,三木康一郎 Kôichirô Miki ,5.3/10 from 448 users ,ftp://ygdy8:ygdy8@yg72.dydytt.net:8260/阳光电影www.ygdy8.com.覆面系NOISE.BD.720p.日语中字.mkv,榊桃的离去让仁乃陷入了悲伤之中，就在这个节骨眼上，一位名为柚（志尊淳 饰）的少年出现在了仁乃的身边，柚耐心的安慰和鼓励着仁乃，使得仁乃渐渐重拾了继续生活的力量。然而，某一日，柚也和榊桃一样突然就失去了音讯，但这一次，仁乃没有绝望，她吟唱着歌谣，等待着和故人重逢的那一天。 ,日语 ,中条彩未 Ayami Nakajo ,116分钟 ,覆面系NOISE ,2017-11-25(日本) 
恐怖,韩国 ,崔尙勲 Choi Sang Hun ,3.8/10 from 171 users ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8269/阳光电影www.ygdy8.com.窃窃私语.BD.720p.韩语中字.mkv,该电影讲述 高中生 银河（苏珠妍 饰）和死党们在考完大学入学测验后，为了犒赏自己，六人决定来趟旅行。在前往目的地途中，一行人意外来到了一间阴森诡谲的废弃鬼屋，即便当地居民给予警告，一行人仍执意进入鬼屋探险。在探险过程中，他们耳边不时传来窸窸窣窣的细语声，各种匪夷所思的超自然现象也接连出现，同伴们也一个个离奇消失。不知所措的 银河 试图要找回失踪的同伴，就在此时，她耳边传来熟悉的声音…… ,韩语 ,苏珠妍 Joo-yeon So ,91分钟 ,窃窃私语/鬼戏语(台)/耳语/呢喃/悄悄话 ,2018-07(韩国) 
剧情/犯罪/惊悚,日本 ,中村哲平 ,4.3/10 from 199 users ,ftp://ygdy8:ygdy8@yg45.dydytt.net:7271/阳光电影www.ygdy8.com.恶与假面的规则.BD.720p.日语中字.mkv,玉木宏主演映画<恶与假面的规则>官方发布，影片改编自人气作家中村文则同名小说，小说曾入围2013年WSJ年度十佳推理作品。玉木宏将挑战“杀父”主人公，中村哲平导演，2018年公映。 ,日语 ,玉木宏 Hiroshi Tamaki ,139分钟 ,恶与假面的规则 ,2018-01-13(日本) 
爱情/奇幻,日本 ,武内英树 Hideki Takeuchi ,"7.2/10 from 1,524 users ",ftp://ygdy8:ygdy8@yg45.dydytt.net:4088/阳光电影www.ygdy8.com.今夜在浪漫剧场.BD.720p.日语中字.mkv,绫濑遥（32）和坂口健太郎（25）将共同主演定于18年公开的原创映画「今夜在浪漫剧场」，两人在15年的映画「海街」和16年的映画「高台家的成员」中有出演但是无共演场面，这次是首次共演。影片描绘了坂口饰演的梦想成为电影导演的淳朴青年健司以及小遥饰演的从黑白电影中飞出现身于健司面前的公主美雪之间的爱情故事。 ,日语 ,绫濑遥 Haruka Ayase ,109分钟 ,今夜在浪漫剧场/星光奇遇结良缘(港)/今夜，在浪漫剧场与你相遇(台)/今夜，在罗曼剧场 ,2018-02-10(日本) 
恐怖,印度尼西亚/韩国 ,乔可·安华 Joko Anwar ,5.5/10 from 322 users ,ftp://ygdy8:ygdy8@yg72.dydytt.net:8264/阳光电影www.ygdy8.com.撒旦的奴隶.BD.720p.中英双字幕.mkv,里妮一家人住在城郊的旧屋，原本幸福的家庭却在妈妈生了一场怪病后而急转直下。卧病在床的妈妈总是摇铃铛来呼唤家人，但妈妈过世后，家人却仍在午夜听见阵阵凄厉铃声，家中出现鬼影;慈祥的奶奶也离奇身亡原来妈妈生前为了生育，曾与恶灵订下契约，大女儿里妮找来伊斯兰教长为驱逐恶灵，但铃声一响，厉鬼索命，这家人只能血债血偿…… ,印度尼西亚语 ,博朗·帕拉雷 Bront Palarae ,106分钟 ,撒旦的奴隶/凶铃契约(港)/鬼摇铃(台) ,2017-09-28(印度尼西亚) 
剧情/犯罪,日本 ,行定勋 Isao Yukisada ,6.3/10 from 632 users ,ftp://ygdy8:ygdy8@yg90.dydytt.net:8379/阳光电影www.ygdy8.com.河畔.BD.720p.日语中字.mkv,费比西奖（国际影评人联盟奖） 大观单元最佳影片 行定勋 ,日语 ,二阶堂富美 Fumi Nikaidou ,118分钟 ,河畔/河畔的恶意(港)/我很好(台) ,2018-02-16(日本) 
剧情/家庭,韩国 ,李东恩 Dong-eun Lee ,6.1/10 from 314 users ,ftp://ygdy8:ygdy8@yg72.dydytt.net:8267/阳光电影www.ygdy8.com.你的请求.HD.720p.韩语中字.mkv,两年前的一场意外，让孝真失去她挚爱的丈夫0.32岁的她还没走出丧偶之痛，老天又交给她一项难题 - 她必须照顾老公与前妻生下的儿子钟旭 - 正值叛逆期的16岁青少年孝真尝试打开心房与钟旭相处，但钟旭不领情，他跟着好友四处游荡，直到发现好友怀有身孕…… ,韩语 ,林秀晶 Su-jeong Lim ,108分钟 ,你的请求/成为母亲之后(台)/你的嘱托/你的拜托 ,2017-10(釜山电影节)/2018-04-19(韩国) 
剧情/爱情,日本 ,郭在容 Jae-young Kwak ,,ftp://ygdy8:ygdy8@yg90.dydytt.net:8382/阳光电影www.ygdy8.com.风之颜色.BD.720p.日语中字.mkv,住在东京的青年凉（古川雄辉 饰）的恋人Yuri（藤井武美 饰）突然消失 100 日后，他决定从人生谷底振作，决意成为魔术师。因为Yuri 生前说过想看流冰，于是凉前往北海道，并在旅程中遇上一个与Yuri 一模一样的女生–亚矢（藤井武美 分饰）。亚矢一直在札幌希望能够和四年前意外失踪、和凉长相一样的天才魔术师隆（古川雄辉 分饰）重聚。 ,日语 ,古川雄辉 Yûki Furukawa ,119分钟 ,风之颜色/风之色/遇上世界上另一个你(港) ,2017-07-14(富川奇幻电影节)/2018-01-26(日本) 
剧情/爱情,日本 ,西谷弘 Hiroshi Nishitani ,"6.4/10 from 7,964 users ",ftp://ygdy8:ygdy8@yg90.dydytt.net:8383/阳光电影www.ygdy8.com.昼颜电影版.BD.720p.国日双语中字.mkv,纱和和北野之间的感情，在他们四目相对的那一瞬间被重新点燃，然而，这段复燃的旧情很快便被乃里子（伊藤步 饰）发现了。在乃里子的逼迫下，北野不得不在她和纱和之间做出选择，最终，北野决定为了纱和背弃一切。北野和纱和开始了他们的同居生活，但很快的，纱和便发现，北野私底下依然偷偷的和乃里子保持着联系，被不安全感侵蚀的纱和跟踪北野来到了乃里子家，震惊的发现，乃里子坐在轮椅上无法行动。 ,日语/国语 ,上户彩 Aya Ueto ,125分钟 ,昼颜电影版/画颜(台) ,
动画/奇幻/冒险,日本 ,今井一晓 Kazuaki Imai ,"6.6/10 from 19,544 users ",ftp://ygdy8:ygdy8@yg45.dydytt.net:8278/阳光电影www.ygdy8.com.哆啦A梦：大雄的金银岛.BD.720p.国日双语中字.mkv,为了救回静香，他们追踪着海盗的踪迹，穿越茫茫大海…… ,国语/日语 ,水田山葵 Wasabi Mizuta ,109分钟 ,哆啦A梦：大雄的金银岛/哆啦A梦：大雄的宝岛/哆啦A梦2018剧场版 ,2018-03-03(日本)/2018-06-01(中国) 
喜剧/动作/爱情,日本 ,三木康一郎 Kôichirô Miki ,5.2/10 from 159 users ,ftp://ygdy8:ygdy8@yg90.dydytt.net:8389/阳光电影www.ygdy8.com.雪耻女孩.BD.720p.日语中字.mkv,桐谷美玲时隔两年主演电影[雪耻女孩]。影片讲诉才色兼备的Miss东大，以失恋为契机，而立志成为第一位女性内阁总理大臣。本片由三木康一郎([植物图鉴])执导，12月23日日本上映。 ,日语 ,桐谷美玲 Mirei Kiritani ,,雪耻女孩/复仇女孩 ,2017-12-23(日本) 
剧情/犯罪/惊悚,日本 ,吉田大八 Daihachi Yoshida ,"7.0/10 from 1,601 users ",ftp://ygdy8:ygdy8@yg90.dydytt.net:8391/阳光电影www.ygdy8.com.羊之树.BD.720p.日语中字.mkv,影片讲述了政府试行某项机密企划：一个专门接收犯下凶杀罪的“凶手都市”。饰演公务员的月木一(锦户亮饰)，将要面对重新开始人生的六位前杀人犯。 ,日语 ,锦户亮 Ryo Nishikido ,126分钟 ,羊之树/羊之木 ,2017-10-15(釜山电影节)/2018-02-03(日本) 
悬疑/惊悚,韩国 ,曹圭章 Kyu-jang Cho ,"5.8/10 from 1,341 users ",ftp://ygdy8:ygdy8@yg45.dydytt.net:7293/阳光电影www.ygdy8.com.目击者.BD.720p.韩语中字.mkv,午夜两点，传来无辜女子的凄厉求救声，在阳台上目睹杀人实况的尚勋（李星民 饰），当他正准备要报警的时候，竟意外跟凶手对上了眼，让他与家人成为凶手的下一个目标。为了保护自己与家人，尚勋必须对警方隐瞒自己看见凶手的事实，并展开与杀人魔之间的惊悚追击… ,韩语 ,李星民 Sung-min Lee ,111分钟 ,目击者/致命目击(台) ,2018-08-15(韩国) 
剧情/冒险,中国 ,李仁港 Daniel Lee ,"6.3/10 from 163,864 users ",ftp://ygdy8:ygdy8@yg68.dydytt.net:7032/阳光电影www.ygdy8.com.攀登者.HD.1080p.国语中英双字.mp4,1960年，中国登山队向珠峰发起冲刺，完成了世界首次北坡登顶这一不可能的任务。15 年后，方五洲和曲松林在气象学家徐缨的帮助下，带领李国梁、杨光等年轻队员再次挑战世界之巅。迎接他们的将是更加 严酷的现实，也是生与死的挑战…… ,"普通话,藏语 ",吴京 Jing Wu ,125分钟 ,The Climbers ,2019-09-30(中国) 
剧情/爱情/犯罪,中国 ,曾国祥 Derek Tsang ,"8.4/10 from 557,222 users ",ftp://ygdy8:ygdy8@yg45.dydytt.net:5069/阳光电影www.ygdy8.com.少年的你.HD.1080p.国语中字.mkv,一次偶然中，陈念邂逅了名为小北（易烊千玺 饰）的小混混，随着时间的推移，心心相惜的两人之间产生了真挚的感情。小北答应陈念在暗中保护她免受魏莱的欺凌，没想到这一决定引发了一连串的连锁反应。负责调查胡晓蝶死因的警官郑易（尹昉 饰）隐隐察觉到校园里的古怪气氛，可他的调查却屡屡遭到校方的阻挠。 ,普通话 ,周冬雨 Dongyu Zhou ,135分钟 ,Better Days ,2019-10-25(中国) 
动作/悬疑/犯罪,中国 ,崔斯韦 Siwei Cui ,6.3/10 from 11040 users ,ftp://ygdy8:ygdy8@yg45.dydytt.net:5070/阳光电影www.ygdy8.com.雪暴.BD.1080p.国语中字.mkv,新浪潮奖 崔斯韦 ,普通话 ,张震 Chen Chang ,111分钟(釜山电影节) ,Savage ,2018-10-05(釜山电影节)/2019-04-30(中国) 
悬疑/奇幻,中国 ,刘轩狄 Xuandi Liu ,5.8/10 from 729 users ,ftp://ygdy8:ygdy8@yg45.dydytt.net:8536/阳光电影www.ygdy8.com.伏妖白鱼镇2.HD.1080p.国语中字.mp4,本片讲述了白鱼镇新开了一家堵坊“金银楼”。张不会一直被赖晓华处处压制，于是想私通关系，以便让赖晓华明面上输给自己，谁知“金银楼”老板罗五洲背后暗算，张不会只得被迫卖命陷害赖晓华。另一边，赖晓华不想自己丢面子，听信了小么熊的损招，半夜去驿馆偷死尸的干粮，不巧被瞎道士发现，正好被马家后人马一佑所救。哥哥马一衡的失踪将马一佑引到白鱼镇，而近期发生的所有诡异的事件全部指向了新开的堵坊“金银楼”，看来白鱼镇又不太平了…… ,普通话 ,尹天照 ,85分钟 ,伏妖·白鱼镇2 / 伏妖·白鱼镇之斗法金银楼 ,2019-06-08(中国) 
剧情/灾难,中国 ,刘伟强 Andrew Lau ,"7.0/10 from 327,050 users ",ftp://ygdy8:ygdy8@yg45.dydytt.net:4233/阳光电影www.ygdy8.com.中国机长.HD.1080p.国语中英双字.mkv,根据2018年5月14日四川航空3U8633航班机组成功处置特情真实事件改编。机组执行航班任务时，在万米高空突遇驾驶舱风挡玻璃爆裂脱落、座舱释压的极端罕见险情，生死关头，他们临危不乱、果断应对、正确处置，确保了机上全部人员的生命安全，创造了世界民航史上的奇迹。 ,"普通话,藏语,英语,四川话 ",张涵予 Hanyu Zhang ,111分钟 ,The Captain/The Chinese Pilot ,2019-09-30(中国大陆) 
悬疑/犯罪,中国香港/中国大陆 ,黎兆钧 Zhaojun Li ,"6.1/10 from 11,330 users ",ftp://ygdy8:ygdy8@yg49.dydytt.net:6001/阳光电影www.ygdy8.com.催眠·裁决.HD.2160p.国粤双语中字.mkv,轰动全港的林氏家族凶杀案踏入审讯最后一天，陪审团准备退庭商议时，成员之一许立生（张家辉饰）突然收到女儿茵茵（艾米饰）被绑架的消息，神秘人要求曾为国际催眠权威的立生通过催眠术令陪审团裁定被告谋杀罪名成立，否则其女儿将被撕票，这也就意味着立生必须在狭小的空间内、众目睽睽之下，不用专业工具隐秘地催眠至少4个人。立生偷偷将茵茵被绑架的讯息转发给曾为国内特种部队成员的小舅杨凯（张翰饰）后，进入了退庭商议室… ,粤语/普通话 ,张家辉 Nick Cheung ,94分钟 ,催眠·裁决/催眠裁決 ,2019-10-25(中国大陆) / 2019-11-07(中国香港) 
剧情/悬疑/犯罪,中国大陆 ,徐翔云 Xiangyun Xu ,"5.6/10 from 3,717 users ",ftp://ygdy8:ygdy8@yg39.dydytt.net:3001/阳光电影www.ygdy8.com.追凶十九年.HD.1080p.国语中字.mp4,藏龙单元最受欢迎影片(提名) 徐翔云 ,普通话 ,王泷正 Longzheng Wang ,105分钟 ,Bloody Daisy ,2019-10-14(平遥电影节) / 2019-11-22(中国大陆) 
剧情,中国大陆 ,陈凯歌 Kaige Chen / 张一白 Yibai Zhang / 管虎 Hu Guan / 薛晓路 Xiaolu Xue / 徐峥 Zheng Xu / 宁浩 Hao Ning / 文牧野 Muye Wen ,"7.9/10 from 467,566 users ",ftp://ygdy8:ygdy8@yg49.dydytt.net:4002/阳光电影www.ygdy8.com.我和我的祖国.HD.1080p.国语中英双字.mp4,七位导演分别取材新中国成立70周年以来，祖国经历的无数个历史性经典瞬间。讲述普通人与国家之间息息相关密不可分的动人故事。聚焦大时代大事件下，小人物和国家之间，看似遥远实则密切的关联，唤醒全球华人共同回忆。 ,汉语普通话 ,黄渤 Bo Huang ,155分钟 ,"My People, My Country ",2019-09-30(中国大陆) 
喜剧/爱情,中国大陆 ,顾伟 Wei Gu ,,ftp://ygdy8:ygdy8@yg49.dydytt.net:5001/阳光电影www.ygdy8.com.悠然见南山.HD.1080p.国语中英双字.mp4,报社记者沈悠然（童菲 饰）在一家黑心医院做卧底，遇见给母亲治病的南山（胡夏 饰）。南山病急乱投医，中了医院的圈套。身为记者的沈悠然要把医院的黑幕曝光出来，就把医院卖给南山母亲的假药带走了。南山不明真相，救母心切，疯狂追逐沈悠然，而沈悠然的那些证据居然被一个疯子给抢走了。与此同时，医院派来的保镖开始疯狂追杀沈悠然，沈悠然为了自己的良知，拼命保护那些证据。当南山明白了事情真相后，他毅然和沈悠然站在一起…… ,汉语普通话 ,胡夏 Xia Hu ,90分钟 ,A Fantastic Encounter ,2019-11-01(中国大陆) 
